IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Location,X,Y
100225037,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,01/03/2010,18:00,RICHMOND,NONE,3600 Block of JACKSON ST,-122.455292348358,37.7897174809945
100008645,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Sunday,01/03/2010,18:05,INGLESIDE,NONE,0 Block of ARGONAUT AV,-122.413137955527,37.7105360594493
100008811,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Sunday,01/03/2010,18:05,SOUTHERN,"ARREST, BOOKED",0 Block of 9TH ST,-122.415032850143,37.7764388513009
100008811,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,01/03/2010,18:05,SOUTHERN,"ARREST, BOOKED",0 Block of 9TH ST,-122.415032850143,37.7764388513009
100008811,WARRANTS,WARRANT ARREST,Sunday,01/03/2010,18:05,SOUTHERN,"ARREST, BOOKED",0 Block of 9TH ST,-122.415032850143,37.7764388513009
100008651,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Sunday,01/03/2010,18:15,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.417493151678,37.7637970848192
100009897,BURGLARY,SAFE BURGLARY OF A STORE,Sunday,01/03/2010,18:30,TARAVAL,NONE,0 Block of HARDING RD,-122.49345810075,37.7248201851077
100009922,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/03/2010,18:30,PARK,NONE,700 Block of CORBETT AV,-122.442418233223,37.7552703654278
100008742,WEAPON LAWS,DISCHARGE FIREARM AT AN INHABITED DWELLING,Sunday,01/03/2010,18:35,BAYVIEW,NONE,700 Block of JERROLD AV,-122.373298400633,37.7296998491914
100008764,WARRANTS,WARRANT ARREST,Sunday,01/03/2010,18:40,SOUTHERN,"ARREST, BOOKED",STILLMAN ST / 4TH ST,-122.398603551262,37.7799801719788
100008720,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/03/2010,18:40,RICHMOND,"ARREST, CITED",GEARY BL / 5TH AV,-122.463213126593,37.7810700705183
100008786,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,01/03/2010,18:41,TARAVAL,"ARREST, BOOKED",1400 Block of 11TH AV,-122.471516532586,37.7610221231866
100008786,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,01/03/2010,18:41,TARAVAL,"ARREST, BOOKED",1400 Block of 11TH AV,-122.471516532586,37.7610221231866
100008786,WARRANTS,WARRANT ARREST,Sunday,01/03/2010,18:41,TARAVAL,"ARREST, BOOKED",1400 Block of 11TH AV,-122.471516532586,37.7610221231866
100015004,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,01/03/2010,18:50,CENTRAL,"ARREST, BOOKED",300 Block of BATTERY ST,-122.400108444834,37.7945998927577
100008855,LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,01/03/2010,18:50,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.405828522558,37.7857006867241
100008855,TRESPASS,TRESPASSING,Sunday,01/03/2010,18:50,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.405828522558,37.7857006867241
100008792,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,01/03/2010,18:52,MISSION,PSYCHOPATHIC CASE,500 Block of VALENCIA ST,-122.421883793881,37.7644422002023
100009461,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Sunday,01/03/2010,19:00,MISSION,NONE,100 Block of POTRERO AV,-122.40770738489,37.7677089928114
100029049,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/03/2010,19:00,PARK,NONE,800 Block of CORBETT AV,-122.443497145139,37.7532472485474
100029049,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,01/03/2010,19:00,PARK,NONE,800 Block of CORBETT AV,-122.443497145139,37.7532472485474
100011604,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,01/03/2010,19:00,MISSION,NONE,20TH ST / POTRERO AV,-122.406948026845,37.7593672734165
100008899,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,01/03/2010,19:10,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978411
100008930,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,19:17,CENTRAL,NONE,LOMBARD ST / JONES ST,-122.416327623844,37.8024103177563
100008849,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Sunday,01/03/2010,19:22,BAYVIEW,"ARREST, BOOKED",3200 Block of JENNINGS ST,-122.394836511801,37.7200098253228
100008833,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,01/03/2010,19:22,NORTHERN,"ARREST, CITED",BUCHANAN ST / HERMANN ST,-122.426782677597,37.7706586852598
100008883,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,01/03/2010,19:37,INGLESIDE,NONE,0 Block of SANTOS ST,-122.418717146927,37.7116784247788
100008883,NON-CRIMINAL,FOUND PROPERTY,Sunday,01/03/2010,19:37,INGLESIDE,NONE,0 Block of SANTOS ST,-122.418717146927,37.7116784247788
100008974,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,01/03/2010,19:41,INGLESIDE,"ARREST, BOOKED",4400 Block of MISSION ST,-122.433110552588,37.7268517021347
100008974,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Sunday,01/03/2010,19:41,INGLESIDE,"ARREST, BOOKED",4400 Block of MISSION ST,-122.433110552588,37.7268517021347
106002520,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,01/03/2010,19:45,INGLESIDE,NONE,200 Block of CHENERY ST,-122.425909718876,37.7388396536066
100009201,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,01/03/2010,20:00,CENTRAL,NONE,1600 Block of THE EMBARCADERONORTH ST,-122.404864532748,37.8064164582386
100008968,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,01/03/2010,20:00,RICHMOND,"ARREST, BOOKED",3200 Block of ANZA ST,-122.482576240496,37.7783666319783
100315309,NON-CRIMINAL,LOST PROPERTY,Sunday,01/03/2010,20:00,INGLESIDE,NONE,PERSIA AV / PARIS ST,-122.434408490493,37.7223827081755
106004598,NON-CRIMINAL,LOST PROPERTY,Sunday,01/03/2010,20:00,MISSION,NONE,ALABAMA ST / 23RD ST,-122.411121491341,37.7542865460743
